CODARTICULO;CODCATEGORIA;DESCRIPCION;Stock M�nimo;Stock M�ximo;Stock de Pedido;Pasillo;Estanteria;Casillero;Estado
59;3;EXTREMO BARRA LARGA IZQ 15512 MINIBUS;10;10;10;1;1;1;activo
60;3;EXTREMO DER 5510P ;10;10;10;1;1;1;activo
61;3;EXTREMO BARRA LARGA IZQ 16512 5505 VW;10;10;10;1;1;1;activo
62;3;EXTREMO BARRA LARGA DER 16511 5504 VW;10;10;10;1;1;1;activo
63;3;AMORTIGUADOR DEL TRANSIT 72031-36886G;10;10;10;1;1;1;activo
64;3;BOMBA AGUA AGRALE-CUMMING GRAN VMG BA630;10;10;10;1;1;1;activo
65;3;FLEXIBLE SALIDA COMPRESOR ;10;10;10;1;1;1;activo
66;3;CA�O INYECTOR N2/N4 CUMMING ;10;10;10;1;1;1;activo
67;3;DEP AGUA MNBUS MA10 6013.301.027.00.6;10;10;10;1;1;1;activo
68;3;DEP AGUA MNBUS MA8.7 ;10;10;10;1;1;1;activo
69;3;DEP AGUA CUMMINS GRANDE MA17 2Z0121406;10;10;10;1;1;1;activo
70;3;DEP AGUA VW  ;10;10;10;1;1;1;activo
71;3;DEP AGUA MB O500 ;10;10;10;1;1;1;activo
72;3;PLACA/DISCO EMBRAG MA10 360MM 104655 EATON ;10;10;10;1;1;1;activo
73;3;PLACA/DISCO EMBRAG 6007 39.5MM ;10;10;10;1;1;1;activo
74;3;VOLANTE EMBRAGUE CUMMINS 6007 ;10;10;10;1;1;1;activo
75;3;VOLANTE EMBRAGUE M8.7 ;10;10;10;1;1;1;activo
76;3;CRAPODINA EMBRAGUE MA10 360MM 125910 AETON;10;10;10;1;1;1;activo
77;3;CRAPODINA EMBRAGUE MA8.7 330MM MJB33347/EATON125790;10;10;10;1;1;1;activo
78;3;CA�O INYECTOR N1 IVECO DAILY ;10;10;10;1;1;1;activo
79;3;CA�O INYECTOR N2 IVECO DAILY ;10;10;10;1;1;1;activo
80;3;CA�O INYECTOR N3 IVECO DAILY ;10;10;10;1;1;1;activo
81;3;CA�O INYECTOR N4 IVECO DAILY ;10;10;10;1;1;1;activo
82;3;CA�O INYEC RAMPA/BOMBA IVECO D ;10;10;10;1;1;1;activo
83;3;CA�O INYECTOR OM904/924 ;10;10;10;1;1;1;activo
84;3;ROD SALIDA CAJA 2052AP 3344156 ;10;10;10;1;1;1;activo
85;3;DIRECTA SALIDA CAJA 3361406 3361406;10;10;10;1;1;1;activo
86;3;EXTREMO DIR IZQ B/CORTA16521 VW;10;10;10;1;1;1;activo
87;3;RODAMIENTO 62305 2RS ;10;10;10;1;1;1;activo
88;3;PUENTE CARDAN 45MM C/SOPORTE A0004100222/3;10;10;10;1;1;1;activo
89;3;PUENTE CARDAN 45MM S/SOPORTE A0004100222/7;10;10;10;1;1;1;activo
90;3;CA�O COMBUSTIBLE 6025001185009 6025.001.185.00.9;10;10;10;1;1;1;activo
91;3;CRUCETA CARDAN VW  ETMA STR1-183;10;10;10;1;1;1;activo
92;3;CRUCETA CARDAN MINIBUS CUMMING ETMA CR1045;10;10;10;1;1;1;activo
93;3;CRUCETA CARDAN CUMMINS GRANDE ETMA STR1-202;10;10;10;1;1;1;activo
94;3;BUJE BARRA DELANTERO VW ;10;10;10;1;1;1;activo
95;3;BARRA CORTA MA10 porpora 16620;10;10;10;1;1;1;activo
96;3;BARRA CORTA MNBUS CUMMINS 4X4 6013007180000;10;10;10;1;1;1;activo
97;3;BARRA CORTA VW  porpora 5608;10;10;10;1;1;1;activo
98;3;BARRA CORTA VW  porpora 16615;10;10;10;1;1;1;activo
99;3;TERMOSTATO MWM AGRALE MWM;10;10;10;1;1;1;activo
100;3;CABLE SELEC ROJO 4X4 250CM 6013.004.113.00.4;10;10;10;1;1;1;activo
101;3;CABLE SELEC ROJO 240CM 6025.004.243.00.3;10;10;10;1;1;1;activo
102;3;CABLE SELEC NEGRO 240CM 6025.004.243.00.3;10;10;10;1;1;1;activo
103;3;HIDROSTATICO 451/515 SPRINTER CFF493000P;10;10;10;1;1;1;activo
104;3;AMORTIGUADOR TRAS.DEL AGRALE CUMMING 45173/45078;10;10;10;1;1;1;activo
105;3;BUJE TORCION IVECO 33MM CHICO 500350342;10;10;10;1;1;1;activo
106;3;FLEXIBLE DE HIDRAULICO ;10;10;10;1;1;1;activo
107;3;MANG INTERCOOLER VW ROJA VW 2WO-117-413-F;10;10;10;1;1;1;activo
108;3;BUJE BARRA ESTABIL DEL/TRAS  6006014059001 CUMMIN;10;10;10;1;1;1;activo
109;3;MANG INTERCOOLER MINIBUS 6009.101.059.00.9;10;10;10;1;1;1;activo
110;3;JUNTA ADMISION MWM 4.12 TARANTO 33417;10;10;10;1;1;1;activo
111;3;JUNTA MULTIPLE ESCAPE MWM 4.12 TARANTO 33415;10;10;10;1;1;1;activo
112;3;ORING TURBO  ;10;10;10;1;1;1;activo
113;3;"MANG DESCARGA TURBO MWM MANGUERA ""L""";10;10;10;1;1;1;activo
114;3;PURGADOR DE TANQUE AIRE ;10;10;10;1;1;1;activo
115;3;AMORTIGUADOR DEL SPRINTER 415 SACHS 314 421;10;10;10;1;1;1;activo
116;3;CAZOLETA DEL SPRINTER 415CDI;10;10;10;1;1;1;activo
117;3;EXTREMO DIRECCION IVECO DAILY 5000538640000;10;10;10;1;1;1;activo
118;3;FUELLE SUSPENSION SPRINTER 415CDI;10;10;10;1;1;1;activo
119;3;FUELLE PRECAP IVECO DAILY ;10;10;10;1;1;1;activo
120;3;PRECAP IVECO DAILY 35 CM LARGO;10;10;10;1;1;1;activo
121;3;KIT BUJE CALIPER REP 7990/C 70C16/70HD;10;10;10;1;1;1;activo
122;3;EXTREMO DE DIRECCION IZQ VW VOYAGE 9113827;10;10;10;1;1;1;activo
123;3;EXTREMO DE DIRECCION DER VW VOYAGE 9113826;10;10;10;1;1;1;activo
124;3;CAZOLETA VW VOYAGE EXANTO0108;10;10;10;1;1;1;activo
125;3;ROTULA VW VOYAGE DER 41144;10;10;10;1;1;1;activo
126;3;ROTULA VW VOYAGE IZQ 41145;10;10;10;1;1;1;activo
127;3;BUJE BARRA ESTABILIZ VW VOYAGE 30153;10;10;10;1;1;1;activo
128;3;AMORTIGUADOR DEL VOYAGE VW HG 33017;10;10;10;1;1;1;activo
129;3;AMORTIGUADOR TRA VOYAGE VW 200008;10;10;10;1;1;1;activo
130;3;BIELETA DE SUSPENSION DEL VW LEO-700040;10;10;10;1;1;1;activo
131;3;PARRILLA SUSPENSION DER VOYAGE 004024;10;10;10;1;1;1;activo
132;3;GOBERNADORA APU 6625 I COMPLET 6625 I NP / LA8220;10;10;10;1;1;1;activo
133;3;CABLE SELEC VW 193 CM 2W0-711-267-R;10;10;10;1;1;1;activo
134;3;CABLE SELEC VW 198 CM 2W0-711-266-R;10;10;10;1;1;1;activo
135;3;PLACA/DISCO EMBRAG VW 395MM 15.190;10;10;10;1;1;1;activo
136;3;VOLANTE EMBRAG VW 395MM 15.190;10;10;10;1;1;1;activo
137;3;KIT REP APU KNORR G6625;10;10;10;1;1;1;activo
138;3;KIT DE ROD+RETEN TRA VW VOYAGE G6625;10;10;10;1;1;1;activo
139;3;JUNTA TURBO CUMMINS  ISF 3.8;10;10;10;1;1;1;activo
140;3;JUNTA ENTRE TAPA DISTRI CUMMIN ISC 8.3 3944293;10;10;10;1;1;1;activo
141;3;JGO JUNTA MOTOR MAN D0834/0908 VW 15.190 SABO 80484;10;10;10;1;1;1;activo
142;3;BOMBIN EMBRAG HILUX 1992-2004 2.8-3.0 / 3L-5L;10;10;10;1;1;1;activo
143;3;BOMBA EMBRAG HILUX 1992-2004 2.8-3.0 / 3L-5L;10;10;10;1;1;1;activo
144;3;PULMON SUSPENSION 150MM/130MM ;10;10;10;1;1;1;activo
145;3;PARRILLA SUSPENSION IZQ VOYAGE NBJ-1011-EP;10;10;10;1;1;1;activo
146;3;KIT REP TAPA COMPR VW  VW 15-190;10;10;10;1;1;1;activo
147;3;JGO JUNTA MOTOR MAND0834  SABO 80484;10;10;10;1;1;1;activo
148;3;RODAMIENTO 6200 ;10;10;10;1;1;1;activo
149;3;FLEXIBLE FRENO DEL H19MM-H19MM 75CM;10;10;10;1;1;1;activo
150;3;BULON TAPA CILINDRO VW VW 15-190;10;10;10;1;1;1;activo
151;3;COJINETE BIELA STD MAN D0834  VW;10;10;10;1;1;1;activo
152;3;COJINETE BANCADA STD MAN D0834 VW M0461095;10;10;10;1;1;1;activo
153;3;COJINETE AXIAL STD MAN D0834 VW L0460373;10;10;10;1;1;1;activo
154;3;ARO STD MAN 15-190  VW;10;10;10;1;1;1;activo
155;3;SERVO EMBRAGUE 75MM ;10;10;10;1;1;1;activo
156;3;SERVO EMBRAGUE MINIBUS CUMMING KONGSBERG;10;10;10;1;1;1;activo
157;3;SERVO EMBRAGUE O-500 ;10;10;10;1;1;1;activo
158;3;TAPA COMP VW 15.190 K92;10;10;10;1;1;1;activo
159;3;CRAPODINA EMBRAGUE VW 15.190 125793 EATON;10;10;10;1;1;1;activo
160;3;MANG INFERIOR RAD VW 15.190 2W0121073H-VW41005;10;10;10;1;1;1;activo
161;3;"MANG TIPO ""S"" VW 15.190 CHICA VW 2W0-121-103-A";10;10;10;1;1;1;activo
162;3;MANG SUPERIOR RAD VW 15.190 2W0121101N-VW41006;10;10;10;1;1;1;activo
163;3;ECU IVECO DAILY DPF EGR DPF EGR;10;10;10;1;1;1;activo
164;3;EXTREMO BRAZO TENSOR IVECO IVECO 00500086679000;10;10;10;1;1;1;activo
165;3;RAMPA INYECTORA CUMMING ISB6.7 CUMMING 6.7 4937282;10;10;10;1;1;1;activo
166;3;MANG INTERCOOLER ROJA 6112.001.211.00.9;10;10;10;1;1;1;activo
167;3;MANG INTERCOOLER ROJA 002.094.7582;10;10;10;1;1;1;activo
168;3;RETEN COMPRESOR IVECO SAV10096- 25X35X6;10;10;10;1;1;1;activo
169;3;TAPA DEPOSITO LIQUIDO FRENO VW ;10;10;10;1;1;1;activo
170;3;BITURBO VW 15.190 MAN D0834;10;10;10;1;1;1;activo
171;3;JUNTA ADMISION VW MAN 15.190 VW 07W-145-417;10;10;10;1;1;1;activo
172;3;JUNTA MULTIPLE EGR MAN D0834 VW 07W-131-815-A;10;10;10;1;1;1;activo
173;3;DEP AGUA MWM GRANDE AG6023001108006;10;10;10;1;1;1;activo
174;3;RODILLO HORQUILLA MINIBUS 19 MM;10;10;10;1;1;1;activo
175;3;RODILLO HORQUILLA VW 28 MM;10;10;10;1;1;1;activo
176;3;FLEXIBLE H19MM-OJAL16MM ;10;10;10;1;1;1;activo
177;3;BUJE BARRA ESTABIL IVECO.DAILY 8585819000;10;10;10;1;1;1;activo
178;3;PRECAP DIRECCION IVECO DAILY 500053865000;10;10;10;1;1;1;activo
179;3;ROTULA SUSPENCION IVECO DAILY 500041552;10;10;10;1;1;1;activo
180;3;BUJE TORCION IVECO 38MM GRANDE 93852313/500350343;10;10;10;1;1;1;activo
181;3;BUJE BIELETA MINIBUS 12X31X33 6007.014.008.00.6;10;10;10;1;1;1;activo
182;3;BARRA CORTA IVECO 9606;10;10;10;1;1;1;activo
183;3;JUNTA CARTER MWM 4.12 4 CILINDRO SERIE 10;10;10;10;1;1;1;activo
184;3;JGO AROS STD MWM 4.12 MWM MAHLE A13860;10;10;10;1;1;1;activo
185;3;COJINETE BIELA STD MWM MWM MAHLE B131090;10;10;10;1;1;1;activo
186;3;COJINETE BANCADA STD MWM MWM MAHLE M131149;10;10;10;1;1;1;activo
187;3;BUJE HORQUILLA VW 28 MM;10;10;10;1;1;1;activo
188;3;CARTER VW 15.190 07W103601H;10;10;10;1;1;1;activo
189;3;KIT REP SERVO 85MM KNORR K 1660;10;10;10;1;1;1;activo
190;3;BUJE EJE HORQUILLA VW A0002540335/1;10;10;10;1;1;1;activo
191;3;TURBO MWM 4.12 ;10;10;10;1;1;1;activo
192;3;BUJIA PRECALENTAMIENTO IVECO 05802823579000;10;10;10;1;1;1;activo
193;3;ELECTRO VALVULA TURBO IVECO 05803139267000;10;10;10;1;1;1;activo
194;3;BUJE B/TORCION TRASERO VW  54X92X75;10;10;10;1;1;1;activo
195;3;"DIAFRAGMA ""14"" ";10;10;10;1;1;1;activo
196;3;BOMBA ACEITE MWM BAC0886;10;10;10;1;1;1;activo
197;3;CRAPODINA EMB SPRINTER 415/515 A0002545208;10;10;10;1;1;1;activo
198;3;COMPRESOR IVECO DAILY 5802784601000;10;10;10;1;1;1;activo
199;3;ROTULA FORD TRANSIT 21213AP 21.65X26X50 ;10;10;10;1;1;1;activo
200;3;EXTREMO DIRECCION TRANSIT  11950AP L:90 M16X1.5;10;10;10;1;1;1;activo
201;3;BIELETA SUSPENSION DEL TRANSIT CORVEN 5RT20520;10;10;10;1;1;1;activo
202;3;FLEXIBLE FRENO DEL FORD TRANST FX3138-FX0187 ;10;10;10;1;1;1;activo
203;3;CRAPODINA EMBRAGUE NO USAR NO USAR;10;10;10;1;1;1;activo
204;3;PLACA/DISCO EMBR SPRINTER 415 A0232500201;10;10;10;1;1;1;activo
205;3;VOLANTE EMBRAGUE SPRINTER 415;10;10;10;1;1;1;activo
206;3;AMORTIGUADOR TRAS TRANSIT 18125-62887G;10;10;10;1;1;1;activo
207;3;BIELETA DE SUSPENSION AGRALE PH16622-DELLA P02567;10;10;10;1;1;1;activo
208;3;BARRA LARGA MINIBUS MA 10 porpora 5708;10;10;10;1;1;1;activo
209;3;CAJA DE TRANSFERENCIA 4X4  AGRALE MINIBUS;10;10;10;1;1;1;activo
210;3;EXTREMO DE PUERTA  DERECHO PH2586;10;10;10;1;1;1;activo
211;3;EXTREMO DE PUERTA  IZQUIERDO PH2587;10;10;10;1;1;1;activo
212;3;SUPLEMENTO DE CAMISA 0.15MM MWM 4.12;10;10;10;1;1;1;activo
213;3;O-RING DE CAMISA MWM 4.12;10;10;10;1;1;1;activo
214;3;JUNTA CARTER MAN D0834 VW 07W-103-609-A;10;10;10;1;1;1;activo
215;3;RODAMIENTO 62306 2rs ;10;10;10;1;1;1;activo
216;3;RETEN SAV  5087.0 sav 20x35x7;10;10;10;1;1;1;activo
217;3;torrington 66217 KBF FC 66217;10;10;10;1;1;1;activo
218;3;MANG CONEXION RAD-DEP-EGR 580244920190;10;10;10;1;1;1;activo
219;3;ROD CAJA EATON 802048/11 802048/11;10;10;10;1;1;1;activo
220;3;BOMBA AGUA MWM 4.12 VMG BA506;10;10;10;1;1;1;activo
221;3;BOMBA AGUA MWM 4.12TCE/6.12 MWM 3785/M;10;10;10;1;1;1;activo
222;3;PAPEL JUNTA ;10;10;10;1;1;1;activo
223;3;JUNTA DISTRIBUCION MWM 4.12/6.12 TCE;10;10;10;1;1;1;activo
224;3;JUNTA DISTRIBUCION IVECO DAILY 5802953497;10;10;10;1;1;1;activo
225;3;LIMPIA RADIADOR KELUBE 10 MINUTOS;10;10;10;1;1;1;activo
226;3;RETEN COLA CAJA VW 80x100x10 (5217 DBH);10;10;10;1;1;1;activo
227;3;RETEN DIREC CAJA VW SAV 10833 48x65x8 (8905 DBH);10;10;10;1;1;1;activo
228;3;ARO STD MWM 4.12 A13860;10;10;10;1;1;1;activo
229;3;JGO RETEN VALVULAS MWM 4.12 SABO N� 02927;10;10;10;1;1;1;activo
230;3;JUNTA TAPA VALVULA MWM 4.12 9610 085 30034;10;10;10;1;1;1;activo
231;3;JUNTA TAPA CILINDRO MWM 4.12 JUNTA DOBLE 04172500;10;10;10;1;1;1;activo
232;3;JGO RETEN VALVULAS MAN D0834 VW SABO N� 09328;10;10;10;1;1;1;activo
233;3;JUNTA TAPA CILINDRO MAN D0834 VW 07W-103-517;10;10;10;1;1;1;activo
234;3;JUNTA MULTIPLE ESCAPE MAND0834 VW 07W-129-707;10;10;10;1;1;1;activo
235;3;ROTULA HORQUILLA MNBUS CUMMING 6025.003.026.00.3;10;10;10;1;1;1;activo
236;3;CA�O INYECTOR  07W-142-423 BOMBA A RAMPA VW ;10;10;10;1;1;1;activo
237;3;JUNTA TAPA VALV CUMMIN ISF 3.8 6025.001.332.00.7;10;10;10;1;1;1;activo
238;3;ANILLO TAPA VALV CUMMI ISF 3.8 6025.001.330.00.1;10;10;10;1;1;1;activo
239;3;HORQUILLA EMBRAGUE HILUX HILUX 1992-2004  2.8;10;10;10;1;1;1;activo
240;3;RADIADOR INTERCOOLER VW ;10;10;10;1;1;1;activo
241;3;RODAMIENTO 6202 ;10;10;10;1;1;1;activo
242;3;TACO GOMA DE RADIADOR MWM SOPOR ESCAPE RENAULT;10;10;10;1;1;1;activo
243;3;PURGADOR DE GASOIL VW motor man 07w/201758;10;10;10;1;1;1;activo
244;3;DEPOSITO AGUA AGRALE 8.5 MT15 ;10;10;10;1;1;1;activo
245;3;VALVULA DE RETENCION VW TAR -607-337-B;10;10;10;1;1;1;activo
246;3;VALVULA ALIVIO SOBREPRES MWM 1110010013 BOSH;10;10;10;1;1;1;activo
247;3;MANG INTERCOOLER CUMMINS GRAND 503104664;10;10;10;1;1;1;activo
248;3;CONO DE SINCRONIZADOR EATON 4301466;10;10;10;1;1;1;activo
249;3;CONO DE SINCRONIZADOR EATON 4301467;10;10;10;1;1;1;activo
250;3;SINCRONIZADOR CAJA 3RA EATON A-8955;10;10;10;1;1;1;activo
251;3;SINCRONIZADOR CAJA 5TA EATON A-8952;10;10;10;1;1;1;activo
252;3;SINCRONIZADOR CAJA 1RA EATON A-8963;10;10;10;1;1;1;activo
253;3;TORRINGTON 890 CAJA EATON 65X70X20    ;10;10;10;1;1;1;activo
254;3;TORRINGTON 868 CAJA EATON 50X55X20;10;10;10;1;1;1;activo
255;3;TORRINGTON 262 CAJA EATON 70X76X20;10;10;10;1;1;1;activo
256;3;VISCOSO CUMMINS ;10;10;10;1;1;1;activo
257;3;FLEXIBLE ESCAPE VW 2T2253097A;10;10;10;1;1;1;activo
258;3;BOMBIN EMBRAG VW 15.190 2P0721405;10;10;10;1;1;1;activo
259;3;JUNTA ESCAPE FORD TRANSIT  1733896 ORIGINAL;10;10;10;1;1;1;activo
260;3;VARILLA ACEITE VW 2W0115611S;10;10;10;1;1;1;activo
261;3;COMPRESOR AGRALE MWM K88;10;10;10;1;1;1;activo
262;3;PULMON TRIS-TOP 30-30 ;10;10;10;1;1;1;activo
263;3;PULMON TRIS-TOP 24-30 ;10;10;10;1;1;1;activo
264;3;TUBO CONEXION AGUA AGUA GRANDE 07W121133A;10;10;10;1;1;1;activo
265;3;TUBO CONEXION AGUA AGUA CHICO 07W121133;10;10;10;1;1;1;activo
266;3;JUNTA DISTRIBUCION VW 15.190 VW 07W-109-091-A;10;10;10;1;1;1;activo
267;3;RETEN DISTRIBUCION VW 15.190 05956 SABO;10;10;10;1;1;1;activo
268;3;TAPA CILINDRO VW 15-190 RECTIFICADA;10;10;10;1;1;1;activo
269;3;PUENTE CARDAN 40MM C/SOPORTE HB 88508;10;10;10;1;1;1;activo
270;3;JUNTA TAPA VALVULA 4CIL VW  VW 07W-103-483;10;10;10;1;1;1;activo
271;3;CRUCETA CARDAN MINIBUS MWM ETMA CR1096;10;10;10;1;1;1;activo
272;3;ELECTRO VALVULA 3/2 VIAS 24V 25134  ROSCA1/8;10;10;10;1;1;1;activo
273;3;BIELETA TOYOTA HILUX 488193502008X2;10;10;10;1;1;1;activo
274;3;ROTULA INFERIOR TOYOTA HILUX 433303931509;10;10;10;1;1;1;activo
275;3;ROTULA SUPERIOR TOYOTA HILUX 433503908509;10;10;10;1;1;1;activo
276;3;DISCO DE FRENO TOYOTA HILUX 435123519002;10;10;10;1;1;1;activo
277;3;JUNTA CARTER MAN D0834 VW 07W-115-441-C;10;10;10;1;1;1;activo
278;3;EXTREMO DIR DER B/CORTA16513 VW;10;10;10;1;1;1;activo
279;3;JGO AROS STD VW  15.190 ;10;10;10;1;1;1;activo
280;3;JUNTA BOMBA AGUA VW 15-190 CHAPA;10;10;10;1;1;1;activo
281;3;RETEN DISTRIBUCION CUMMING ISB ORIGINAL 1202 ;10;10;10;1;1;1;activo
282;3;JUNT ENTRETAPA DISTRIBUCION VW 07W109091A;10;10;10;1;1;1;activo
283;3;RODAMIENTO DDIRECTA AGRALE 6006.007.056.00.6;10;10;10;1;1;1;activo
284;3;TAPA CILINDRO VW 15-190 nueva okm;10;10;10;1;1;1;activo
285;3;VALVULA ABS VW 2ZO-607-262-B;10;10;10;1;1;1;activo
286;3;CA�O PLASTICO COMBUSTI DAILY 5801986954;10;10;10;1;1;1;activo
287;3;JGO SUBCONJUNTO SPRINTER   87-4334007-00 OM651;10;10;10;1;1;1;activo
288;3;COJINETE BANCADA STD SPRINTER  M0480878 JUEGO;10;10;10;1;1;1;activo
289;3;COJINETE BIELA STD SPRINTER B0480769 JUEGO;10;10;10;1;1;1;activo
290;3;JGO JUNTA MOTOR SPRINTER  JM0350;10;10;10;1;1;1;activo
291;3;ORING BOMBA AGUA IVECO DAYLI 00017285681000;10;10;10;1;1;1;activo
292;3;JUNTA MULTIPLE ESCAPE IVECO.D 504022754;10;10;10;1;1;1;activo
293;3;JUNTA BOMBA AGUA IVECO.D 504080013;10;10;10;1;1;1;activo
294;3;JUNTA TAPA TERMOSTATO IVECO.D 504090524;10;10;10;1;1;1;activo
295;3;JUNTA TAPA RESPIRADOR IVECO.D 504090818;10;10;10;1;1;1;activo
296;3;TERMOSTATO COMPLETO IVECO.D 504353905;10;10;10;1;1;1;activo
297;3;JUNTA ADMISION IVECO.D 5802874105;10;10;10;1;1;1;activo
298;3;JUNTA ENFRIADOR ACEITE VW MAN DO834 0836;10;10;10;1;1;1;activo
299;3;TANQUE COMBUSTIBLE PLASTICO 500L 17230233;10;10;10;1;1;1;activo
300;3;MANG AGUA BOCA 48MM ;10;10;10;1;1;1;activo
301;3;BOMBA GASOIL ALTA IVECO DAILY ;10;10;10;1;1;1;activo
302;3;MANG INYECTOR COMBUST IVECO.D 504334659;10;10;10;1;1;1;activo
303;3;ARANDELA INYECTOR IVECO.D 00500353601000;10;10;10;1;1;1;activo
304;3;MANG ENFRIADOR RETARD CUMMING YACO 3658-01;10;10;10;1;1;1;activo
305;3;RETEN SALIDA DIFERENCIAL SAV 7898.0;10;10;10;1;1;1;activo
306;3;BULON VOLANTE IVECO.D M12X50X1 504027865;10;10;10;1;1;1;activo
307;3;RODAMIENTO 35X55X20 -  35BD219 ROD COMPRESOR DAILY;10;10;10;1;1;1;activo
308;3;MANG AGUA TIPO S RAD DAILY 5801302588;10;10;10;1;1;1;activo
309;3;MANG INF RAD DAILY 5801302589;10;10;10;1;1;1;activo
310;3;MANG SALIDA INTERCOOLER DAILY 5801302591;10;10;10;1;1;1;activo
311;3;PALETA VENTILADO DAILY 5801418717;10;10;10;1;1;1;activo
312;3;RADIADOR INTERCOOLER DAILY 5802097643;10;10;10;1;1;1;activo
313;3;MANG SUP DEPOSITO AGUA DAILY 5802492018;10;10;10;1;1;1;activo
314;3;MANG INF DEPOSITO AGUA DAILY 5802492019;10;10;10;1;1;1;activo
315;3;RADIADOR AGUA DAILY 5803219586;10;10;10;1;1;1;activo
316;3;MANG INTERCOOLER DER DAILY 5802771202;10;10;10;1;1;1;activo
317;3;ENCAUSADOR RADIADOR DAILY 5801971061;10;10;10;1;1;1;activo
318;3;TACO SOPORT INTERCOOLER DAILY 5801370431;10;10;10;1;1;1;activo
319;3;JUNTA MULTIPLE EGR GRAND DAILY 504317821;10;10;10;1;1;1;activo
320;3;JUNTA ESCAPE SILENCIADOR DAILY 5801302498;10;10;10;1;1;1;activo
321;3;JUNTA TURBO/ESCAPE DAILY 5801764082;10;10;10;1;1;1;activo
322;3;JUNTA VALVULA EGR CHICA DAILY 5801484848;10;10;10;1;1;1;activo
323;3;JUNTA VALVULA COLECTOR DAILY 5801508688;10;10;10;1;1;1;activo
324;3;JG CABLE SELECTORA IVECO 50C17 IV5801972899;10;10;10;1;1;1;activo
325;3;RETEN POLEA LOCA DBH5294 32X50X10;10;10;10;1;1;1;activo
326;3;TAPON BLOCK 22,4 ;10;10;10;1;1;1;activo
327;3;FLEXIBLE ESCAPE MA17 103X310  6025101110006 ;10;10;10;1;1;1;activo
328;3;BOMBA DOSIFICADORA UREA SPRINT A0001405339;10;10;10;1;1;1;activo
329;3;PULMON DE FRENO 16/24 ;10;10;10;1;1;1;activo
330;3;BARRA LARGA DIRECCION AGRALE 6025008088008;10;10;10;1;1;1;activo
331;3;BARRA CORTA DIRECCION AGRALE 6013007180000;10;10;10;1;1;1;activo
332;3;BARRA LARGA MNBUS CUMMINS 4X4 6025008088008;10;10;10;1;1;1;activo
333;3;SERPENTINA CUMMINS MA10/8.7 6021007042005;10;10;10;1;1;1;activo
334;3;CONEX SERPENTINA MNBUS CUMMINS 6054005049003;10;10;10;1;1;1;activo
335;3;CARCAZA BOMBA ACEITE VW 15.190 07W115107C;10;10;10;1;1;1;activo
336;3;ENG. CORTO BOMBA ACEITE VW  07W115022J;10;10;10;1;1;1;activo
337;3;ENG. LARGO BOMBA ACEITE VW  07W115022H;10;10;10;1;1;1;activo
338;3;BITURBO IVECO DAILY REPARADO;10;10;10;1;1;1;activo
339;3;JUNTA SALIDA EGR DAILY 05801508688000;10;10;10;1;1;1;activo
340;3;CABLE CAPOT DAILY 05801899744000;10;10;10;1;1;1;activo
341;3;CODO EGR DAILY 00504333895000;10;10;10;1;1;1;activo
342;3;FILTRO GASEADOR IVECO DAILY 00500058321000;10;10;10;1;1;1;activo
343;3;RESPIRADERO MOTOR IVECO DAILY 00504089127000;10;10;10;1;1;1;activo
344;3;CNJTO DISTRIBUCION IVECO DAILY 05802009617000;10;10;10;1;1;1;activo
345;3;KIT DISTRIBUCION MOT. IVECO D. 05802009660000;10;10;10;1;1;1;activo
346;3;RODAMIENTO 607 P/DESBURLETEADO ;10;10;10;1;1;1;activo
347;3;RODAMIENTO 63012RS TENSOR A/A  HILUX TALLER;10;10;10;1;1;1;activo
348;3;RODAMIENTO 6900 ;10;10;10;1;1;1;activo
349;3;"PULMON FRENO DEL. 16"" ";10;10;10;1;1;1;activo
350;3;CABLE CAPOT SPRINTER 516CDI 24751;10;10;10;1;1;1;activo
351;3;FLEXIBLE HIDRAULICO M18-H18  48CM;10;10;10;1;1;1;activo
352;3;BULON TAPA CILINDRO MWM 4.12;10;10;10;1;1;1;activo
353;3;RODAMIENTO 88508 ;10;10;10;1;1;1;activo
354;3;BOMBA ACEITE IVECO DAILY 05801851153000;10;10;10;1;1;1;activo
355;3;AMORTIGUADOR DEL SPRINTER 416 A9063201033;10;10;10;1;1;1;activo
356;3;RETEN DIFERENCIAL SPRINTER 517 DBH 8460 48X82X12;10;10;10;1;1;1;activo
357;3;CONJUNTO MOTOR MWM STD MWM 4.12;10;10;10;1;1;1;activo
358;3;MANGUERA A/A 5/8;10;10;10;1;1;1;activo
359;3;JUNTA BOMBA ACEITE IVECO DAILY 00504334326000;10;10;10;1;1;1;activo
360;3;MANGUERA INTERCOOLER CUMMINS GRANDE;10;10;10;1;1;1;activo
361;3;JUNTA ENFRIADOR VW 15.190 VW 07W-115-685;10;10;10;1;1;1;activo
362;3;JUNTA RETORNO BITURBO DAILY 00504313525000;10;10;10;1;1;1;activo
363;3;JUNTA INFERIOR BITURBO DAILY 05801644312000;10;10;10;1;1;1;activo
364;3;MANG SUP RADIADOR MWM CV21027 6009101058001;10;10;10;1;1;1;activo
365;3;JAULA SIMPLE 50X55X20 EAT3315737;10;10;10;1;1;1;activo
366;3;RODAMIENTO AGUJA EAT4124075;10;10;10;1;1;1;activo
367;3;PISTA SINCRONIZADO EAT4301466;10;10;10;1;1;1;activo
368;3;PISTA SINCRONIZADO 5(EURO) EAT4301467;10;10;10;1;1;1;activo
